Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.07     0.00        2     0.00     0.00  std::_Head_base<0u, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&, false>::_M_head(std::_Head_base<0u, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&, false>&)
  0.00      0.07     0.00        2     0.00     0.00  std::_Head_base<0u, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&, false>::_Head_base(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&)
  0.00      0.07     0.00        2     0.00     0.00  std::_Head_base<1u, std::default_delete<Font>, true>::_Head_base()
  0.00      0.07     0.00        2     0.00     0.00  std::_Head_base<1u, std::default_delete<Texture>, true>::_Head_base()
  0.00      0.07     0.00        2     0.00     0.00  std::unique_ptr<Font, std::default_delete<Font> >::~unique_ptr()
  0.00      0.07     0.00        2     0.00     0.00  std::unique_ptr<Texture, std::default_delete<Texture> >::~unique_ptr()
  0.00      0.07     0.00        2     0.00     0.00  std::unique_ptr<Tile [], std::default_delete<Tile []> >::~unique_ptr()
  0.00      0.07     0.00        2     0.00     0.00  std::_Tuple_impl<0u, Font*, std::default_delete<Font> >::_Tuple_impl()
  0.00      0.07     0.00        2     0.00     0.00  std::_Tuple_impl<0u, Texture*, std::default_delete<Texture> >::_Tuple_impl()
  0.00      0.07     0.00        2     0.00     0.00  std::_Tuple_impl<0u, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::_M_head(std::_Tuple_impl<0u, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&)
  0.00      0.07     0.00        2     0.00     0.00  std::_Tuple_impl<0u, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&>::_M_head(std::_Tuple_impl<0u, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&>&)
  0.00      0.07     0.00        2     0.00     0.00  std::_Tuple_impl<1u, std::default_delete<Font> >::_Tuple_impl()
  0.00      0.07     0.00        2     0.00     0.00  std::_Tuple_impl<1u, std::default_delete<Texture> >::_Tuple_impl()
  0.00      0.07     0.00        2     0.00     0.00  std::default_delete<Font>::default_delete()
  0.00      0.07     0.00        2     0.00     0.00  std::default_delete<Texture>::default_delete()
  0.00      0.07     0.00        2     0.00     0.00  std::map<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::unique_ptr<Font, std::default_delete<Font> >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::lower_bound(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&)
  0.00      0.07     0.00        2     0.00     0.00  std::map<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::unique_ptr<Font, std::default_delete<Font> >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::end()
  0.00      0.07     0.00        2     0.00     0.00  std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>::~pair()
  0.00      0.07     0.00        2     0.00     0.00  std::tuple<Font*, std::default_delete<Font> >::tuple<Font*, std::default_delete<Font>, true>()
  0.00      0.07     0.00        2     0.00     0.00  std::tuple<Texture*, std::default_delete<Texture> >::tuple<Texture*, std::default_delete<Texture>, true>()
  0.00      0.07     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::lower_bound(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&)
  0.00      0.07     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >*, std::_Rb_tree_node_base*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&)
  0.00      0.07     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::end()
  0.00      0.07     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::_S_key(std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > const*)
  0.00      0.07     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::_S_left(std::_Rb_tree_node_base*)
  0.00      0.07     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::_S_value(std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > const*)
  0.00      0.07     0.00        2     0.00     0.00  std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true>* std::__addressof<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true> >(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true>&)
  0.00      0.07     0.00        2     0.00     0.00  std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)
  0.00      0.07     0.00        2     0.00     0.00  std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const& std::forward<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&>(std::remove_reference<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&>::type&)
  0.00      0.07     0.00        2     0.00     0.00  unsigned int& std::forward<unsigned int&>(std::remove_reference<unsigned int&>::type&)
  0.00      0.07     0.00        2     0.00     0.00  bool std::operator< <std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&)
  0.00      0.07     0.00        1     0.00    70.00  SDL_main
  0.00      0.07     0.00        1     0.00     0.00  ScreenWriter::Initialize(Window&)
  0.00      0.07     0.00        1     0.00     0.00  ScreenWriter::SetCurrentFont(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int)
  0.00      0.07     0.00        1     0.00     0.00  ScreenWriter::GetFont(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int)
  0.00      0.07     0.00        1     0.00     0.00  ScreenWriter::SetColor(SDL_Color const&)
  0.00      0.07     0.00        1     0.00     0.00  ScreenWriter::ScreenWriter()
  0.00      0.07     0.00        1     0.00     0.00  ScreenWriter::~ScreenWriter()
  0.00      0.07     0.00        1     0.00     0.00  TextureFactory::Initialize(Window&)
  0.00      0.07     0.00        1     0.00     0.00  TextureFactory::TextureFactory()
  0.00      0.07     0.00        1     0.00     0.00  TextureFactory::~TextureFactory()
  0.00      0.07     0.00        1     0.00     0.00  Font::Font(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int)
  0.00      0.07     0.00        1     0.00     0.00  Font::~Font()
  0.00      0.07     0.00        1     0.00    70.00  Game::Run()
  0.00      0.07     0.00        1     0.00     0.00  Game::Game()
  0.00      0.07     0.00        1     0.00     0.00  Game::~Game()
  0.00      0.07     0.00        1     0.00     0.00  Board::Board(int, int)
  0.00      0.07     0.00        1     0.00     0.00  Board::~Board()
  0.00      0.07     0.00        1     0.00     0.00  Window::Window(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned int, unsigned int)
  0.00      0.07     0.00        1     0.00     0.00  Window::~Window()
  0.00      0.07     0.00        1     0.00     0.00  Surface::Surface(SDL_Surface*)
  0.00      0.07     0.00        1     0.00     0.00  Surface::~Surface()
  0.00      0.07     0.00        1     0.00     0.00  Texture::Texture(Window const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.07     0.00        1     0.00     0.00  Texture::~Texture()
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<ClickableTile>::new_allocator()
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<ClickableTile>::~new_allocator()
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true> >::deallocate(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true>*, unsigned int)
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true> >::allocate(unsigned int, void const*)
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true> >::new_allocator()
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true> >::~new_allocator()
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned int)
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned int, void const*)
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > >::new_allocator()
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > >::~new_allocator()
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::deallocate(std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >*, unsigned int)
  0.00      0.07     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::destroy<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >(std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >*)
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::allocate(unsigned int, void const*)
  0.00      0.07     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::construct<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::piecewise_construct_t const&, std::tuple<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&>, std::tuple<> >(std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >*, std::piecewise_construct_t const&, std::tuple<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&>&&, std::tuple<>&&)
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::new_allocator()
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::~new_allocator()
  0.00      0.07     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > > >::destroy<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >*)
  0.00      0.07     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&)
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > > >::__aligned_buffer()
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >::__aligned_membuf()
  0.00      0.07     0.00        1     0.00     0.00  Font::SDLFont() const
  0.00      0.07     0.00        1     0.00     0.00  Window::SDLRenderer() const
  0.00      0.07     0.00        1     0.00     0.00  Surface::operator SDL_Surface*() const
  0.00      0.07     0.00        1     0.00     0.00  Texture::SDLTexture() const
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true> >::max_size() const
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::max_size() const
  0.00      0.07     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::max_size() const
  0.00      0.07     0.00        1     0.00     0.00  std::unique_ptr<Font, std::default_delete<Font> >::operator->() const
  0.00      0.07     0.00        1     0.00     0.00  std::unique_ptr<Texture, std::default_delete<Texture> >::operator->() const
  0.00      0.07     0.00        1     0.00     0.00  std::default_delete<Font>::operator()(Font*) const
  0.00      0.07     0.00        1     0.00     0.00  std::default_delete<Texture>::operator()(Texture*) const
  0.00      0.07     0.00        1     0.00     0.00  std::enable_if<std::is_convertible<Tile (*) [], Tile (*) []>::value, void>::type std::default_delete<Tile []>::operator()<Tile>(Tile*) const
  0.00      0.07     0.00        1     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >::_M_const_cast() const
  0.00      0.07     0.00        1     0.00     0.00  std::map<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::unique_ptr<Font, std::default_delete<Font> >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::count(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&) const
  0.00      0.07     0.00        1     0.00     0.00  std::map<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::unique_ptr<Font, std::default_delete<Font> >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::key_comp() const
  0.00      0.07     0.00        1     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > const*, std::_Rb_tree_node_base const*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&) const
  0.00      0.07     0.00        1     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::find(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const&) const
  0.00      0.07     0.00        1     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::size() const
  0.00      0.07     0.00        1     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::_M_end() const
  0.00      0.07     0.00        1     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::_M_begin() const
  0.00      0.07     0.00        1     0.00     0.00  std::_Rb_tree<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int>, std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > >, std::_Select1st<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > >, std::less<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> >, std::allocator<std::pair<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int> const, std::unique_ptr<Font, std::default_delete<Font> > > > >::key_comp() const
  0.00      0.07     0.00        1     0.00     0.00  std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<Texture, std::default_delete<Texture> > >, true>::_M_next() const
